Resume ID ,Resume
Resume779,     hadoop  map reduce  hdfs  hive  sqoop  java  duration  2016 to 2017  role  hadoop developer rplus offers an quick  simple and powerful cloud based solution  demand sense to accurately predict demand for your product in all your markets which combines enterprise and external data to predict demand more accurately through uses social conversation and sentiments to derive demand and identifies significant drivers of sale out of hordes of factors that selects the best suited model out of multiple forecasting models for each product  responsibilities   involved in deploying the product for customers  gathering requirements and algorithm optimization at backend of the product   load and transform large data s of structured semi structured   responsible to manage data coming from different sources and application  supported map reduce programs those are running on the cluster  involved in creating hive tables  loading with data and writing hive queries which will run internally in map reduce way       hadoop developer   hadoop developer   braindatawire      apache hadoop hdfs  exprience   49 months apache hadoop sqoop  exprience   49 months hadoop  exprience   49 months hadoop  exprience   49 months hadoop distributed file system  exprience   49 monthscompany    company   braindatawire description   technical  s     programming  core java  map reduce  scala    hadoop    hdfs  spark  map reduce  sqoop  hive  hbase    database  mysql  oracle    scripting  shell scripting    ide  eclipse    operating systems  linux  centos   windows    source control  git  github 
Resume780, operating systems  linux  ubuntu  windows 2007 08  other     tableau  svn  beyond compare      january 2016 bachelors of engineering engineering  gujarat technological  systems engineer hadoop developer   systems engineer hadoop developer   tata consultancy services      hadoop spark sqoop hive flume pig  exprience   24 monthscompany    company   tata consultancy services description     working for a american pharmaceutical company  one of the world s premier biopharmaceutical  who develops and produces medicines and vaccines for a wide range of medical disciplines  including immunology  oncology  cardiology  endocrinology  and neurology  to handle large amount of united healthcare data big data analytics is used  data from all possible data sources like records of all patients old and new   records of medicines  treatment pathways   patient journey for health outcomes  patient finder  or rare disease patient finder   etc being gathered  stored and processed at one place        worked on cluster with specs as  o    cluster architecture  fully distributed package used  cdh3 o    cluster capacity  20 tb o    no  of nodes  10 data nodes   3 masters   nfs backup for nn       developed proof of concepts for enterprise adoption of hadoop     used sparkapi over cloudera hadoop yarn to perform analytics on the healthcare data in cloudera distribution     responsible for cluster maintenance  adding and removing cluster nodes  cluster monitoring and trouble shooting  manage and review data backups  and reviewing hadoop log files     imported   exported large data  s of data into hdfs and vice versa using sqoop     involved developing the pig scripts and hive reports    worked on hive partition and bucketing concepts and created hive external and internal tables with hive partition monitoring hadoop scripts which take the input from hdfs and load the data into hive     developed spark scripts by using scala shell commands as per the requirement and worked with both data frames sql data  s and rdd mapreduce in spark  optimizing of existing algorithms in hadoop using sparkcontext  spark sql  data frames and rdd s     collaborated with infrastructure  network  database  application and bi to ensure data  quality and availability     developed reports using tableau and exported data to hdfs and hive using sqoop     used orc   parquet file formats for serialization of data  and snappy for the compression of the data   achievements     appreciation for showing articulate leadership qualities in doing work with the team     completed the internal certification of tcs certified hadoop developer   ongoing learning    preparing and scheduled the cloudera certified spark developer cca 175 
Resume781,areas of expertise  big data ecosystems  hadoop hdfs  mapreduce  hive  pig  sqoop  hbase oozie  spark  pyspark  hue and having knowledge on cassandra  programming languages  python  core java and have an idea on scala  databases  oracle 10g  mysql  sqlserver nosql   hbase  cassandra     eclipse  toad  ftp  tectia  putty  autosys  anaconda  jupyter notebool and devops   rtc  rlm   scripting languages  jsp  platforms  windows  unix      m tech  it dbs  b tech  cse   srm  software engineer   software engineer   larsen and toubro      company    company   larsen and toubro description   worked as a software engineer in technosoft corporation  chennai from aug 2015 to sep 2016  company   current project description   duration  september 2016 to till date vendor  citi bank description  citibank s  citi  anti money laundering  aml  transaction monitoring  tm  program is a future state solution and a rules based system for transaction monitoring of icg markets business  roles and responesbilities   building and providing domain knowledge for anti money laundering among team members   the layered architecture has data warehouse and workspace layers which are used by business analysts   actively involved in designing of star schema model involving various dimensions and fact tables   designed scd2 for maintaining history of the dim data   developing hive queries for mapping data between different layers of architecture  and it s usage in oozie workflows   integration with data quality and reconciliation module   regression and integration testing of solution for any issues in integration with other modules and effectively testing the data flow from layer to layer   transaction monitoring system development to generate alerts for the suspicious and fraudulent transactions based on requirements provide by bas   developing spark jobs for various business rules   learning  machine learning   which will be used further in the project for developing an effective model for fraud detection for anti money laundering system   scheduling jobs using autosys tool   deployment and code management using rtc and rlm release lifecycle management   hadoop developer    current project  prts   ran environment  hadoop 2 x  hdfs  yarn  hive  sqoop  hbase  tez  tableau  sqlserver  teradata cluster size  96 node cluster  distribution  horton works   hdp2 3 company   alcatel lucent description   1x  and  ruckus wireless description  the scope of this project is to maintain and store the operational and parameters data collected from the multiple vendors networks by the mediation team into the oms data store and make it available for rf engineers to boost the network performance  responsibilities   working with hadoop distributed file system   involved in importing data from mysql to hdfs using sqoop   involved in creating hive tables  loading with data and writing hive queries which will run  on top of  tez execution engine   involved in preparing test cases document   involved in integrating hive and hbase to store the operational data   monitoring the jobs through oozie  company   current project description   anti   money laundering environment  hadoop 2 x  hdfs  yarn  hive  oozie  spark  unix  autosys  python  rtc  rlm  etl framwe work cluster size  56 node cluster  distribution  cloudera 5 9 14
Resume782,technical      programming languages apache hadoop  python  shell scripting  sql technologies hive  pig  sqoop  flume  oozie  impala  hdfs   dataiku  unravel  cloudera  putty  hue  cloudera manager  eclipse  resource manager initial learning program  tata consultancy services  june 2015 to august 2015 description  this is a learning program conducted by tcs for the newly joined employees  to accomplish them to learn the working standard of the organization  during this period employee are groomed with various technical as well as ethical aspects        b e  electronics   communication indore  madhya pradesh medi caps institute of technology   management hadoop developer   hadoop hive sqoop flume pig mapreduce python impala spark scala sql unix       apache hadoop sqoop  exprience   31 months hadoop  exprience   31 months hadoop  exprience   31 months hive  exprience   31 months sqoop  exprience   31 months python  exprience   less than 1 year months hdfs  exprience   less than 1 year months unix  exprience   less than 1 year months impala  exprience   less than 1 year months pig  exprience   less than 1 year months unravel  exprience   less than 1 year months mapreduce  exprience   less than 1 year months dataiku  exprience   less than 1 year monthscompany    company   tata consultancy services description   project description data warehouse division has multiple products for injecting  storing  analysing and presenting data  the data lake program is started to provide multi talent  secure data hub to store application s data on hadoop platform with strong data governance  lineage  auditing and monitoring capabilities  the object of the project is to provide necessary engineering support to analytics and application teams so that they can focus on the business logic development  in this project  the major task is to   up the hadoop cluster and govern all the activities which are required for the smooth functioning of various hadoop ecosystems  as the day and day data increasing so to provide stability to the ecosystem and smooth working of it  developing and automating the various requirement specific utilities   responsibility 1  developed proactive health check utility for data lake  the utility proactively checks the smooth functioning of all hadoop components on the cluster and sends the result to email in html format  the utility is being used for daily health checks as well as after upgrades  2  getting the data in different formats and processing the data in hadoop ecosystem after filtering the data using the appropriate techniques  3  developed data pipeline utility to ingest data from rdbms database to hive external tables using sqoop commands  the utility also offers the data quality check like row count validation  4  developed and automated various cluster health check  usage  capacity related reports using unix shell scripting  5  optimization of hive queries in order to increase the performance and minimize the hadoop resource utilizations  6  creating flume agents to process the data to hadoop ecosystem side  7  performed benchmark testing on the hive queries and impala queries  8  involved in  ting up the cluster and its components like edge node and ha implementation of the services  hive server2  impala  and hdfs  9  filtering the required data from available data using different technologies like pig  regex serde etc  10  dataiku benchmark testing on top of impala and hive in compare to greenplum database  11  moving the data from greenplum database to hadoop side with help of sqoop pipeline  process the data to hadoop side and storing the data into hive tables to do the performance testing  12  dealing with the hadoop ecosystem related issues in order to provide stability to wm hadoop ecosystem  13  rescheduling of job from autosys job hosting to tws job hosting for better performance   declaration  i hereby declare that the above mentioned information is authentic to the best of my knowledge company   tata consultancy services description   clients  1  barclays 2  union bank of california  ubc  3  morgan stanley  ms   key projects handled project name absa  reconciliations  ubc and wmdatalake coe company   tata consultancy services description   project description migration of data from rdbms database to hive  hadoop ecosystem    hadoop platform ability with strong data governance  lineage  auditing and monitoring capabilities  the objective of this project was to speed up the data processing so that the analysis and decision making become easy  due to rdbms limitations to process waste amount of data at once and produce the results at the earliest  client wanted to move the data to hadoop ecosystem so that they can over come from those limitations and focus on business improvement only   responsibility 1  optimising the sql queries for those data which were not required to move from rdbms to any other platform  2  writing the hive queries and logic to move the data from rdbms to hadoop ecosystem  3  writing the hive queries to analyse the required data as per the business requirements  4  optimization of hive queries in order to increase the performance and minimize the hadoop resource utilizations  5  writing the sqoop commands and scripts to move the data from rdbms to hadoop side  company   tata consultancy services description   project description create recs and migrating static  up of reconciliations from 8 1 version to 9 1 version of the environment intellimatch   responsibility 1  have worked on extracting business requirements  analyzing and implementing them in developing recs 2  worked on migrating static  up of reconciliations from 8 1 version to 9 1 version of the environment intellimatch  3  done the back end work where most of the things were related to writing the sql queries and provide the data for the new recs   project name   pso
Resume783,technical  s programming languages  c  c    java   net   j2ee  html5  css  mapreduce scripting languages  javascript  python databases  oracle  pl sql   my sql  ibm db2   ibm rational rose  r  weka operating systems  windows xp  vista  unix  windows 7  red hat 7     january 2015 b e  pimpri chinchwad  maharashtra  in pimpri chinchwad  january 2012 diploma msbte  dnyanganaga polytechnic  s s c   new english school takali hadoop big data developer   hadoop big data developer   british telecom      apache hadoop mapreduce  exprience   37 months mapreduce  exprience   37 months mapreduce  exprience   37 months java  exprience   32 months  net  exprience   6 monthscompany    company   british telecom description   project  british telecom project  uk  responsibilities   working on hdfs  mapreduce  hive  spark  scala  sqoop  kerberos etc  technologies  implemented various data mining algorithms on spark like k means clustering  random forest  nave bayes etc   a knowledge of installing  configuring  maintaining and securing hadoop  company   dxc technology description   hpe legacy   bangalore  worked on hadoop   java programming  worked on azure and aws  emr  services   worked on hdinsight hadoop cluster    design  develop  document and architect hadoop applications  develop mapreduce coding that works seamlessly on hadoop clusters   analyzing and processing the large data  s on hdfs   an analytical bent of mind and ability to learn unlearn relearn surely comes in handy 
Resume784,technical     big data ecosystems  hadoop  hdfs  hbase  map reduce  sqoop  hive  pig  spark core  flume  other language  scala  core java  sql  plsql  sell scripting etl    informatica power center8 x 9 6  talend 5 6    eclipse  intellij idea  platforms  windows family  linux  unix  cloudera  databases  mysql  oracle 10 11g      m c a  pune  maharashtra  in pune  hodoop developer   hodoop developer   prgx india private limited pune      company    company   prgx india private limited pune description   team size  10  environment  hive  spark  sqoop  scala and flume   project description  the bank wanted to help its customers to avail different products of the bank through analyzing their expenditure behavior  the customers spending ranges from online shopping  medical expenses in hospitals  cash transactions  and debit card usage etc  the behavior allows the bank to create an analytical report and based on which the bank used to display the product offers on the customer portal which was built using java  the portal allows the customers to login and see their transactions which they make on a day to day basis  the analytics also help the customers plan their budgets through the budget watch and my financial forecast applications embedded into the portal  the portal used hadoop framework to analyes the data as per the rules and regulations placed by the regulators from the respective countries  the offers and the interest rates also complied with the regulations and all these processing was done using the hadoop framework as big data analytics system   role   responsibilities   import data from legacy system to hadoop using sqoop  flume   implement the business logic to analyses  the data  per process data using spark   create hive script and loading data into hive   sourcing various attributes to the data processing logic to retrieve the correct results   project 2 company   prgx india private limited pune description    company   prgx india private limited pune description   team size  11  environment  hadoop  hdfs  hive  sqoop  mysql  map reduce  project description   the purpose of this project is to store terabytes of information from the web application and extract meaningful information out of it the solution was based on the open source s w hadoop  the data will be stored in hadoop file system and processed using map reduce jobs  which in trun includes getting the raw html data from the micro websites  process the html to obtain product and user information  extract various reports out of the vistor tracking information and export the information for further processing  role   responsibilities   move all crawl data flat files generated from various micro sites to hdfs for further processing   sqoop implementation for interaction with database  write map reduce scripts to process the data file   create hive tables to store the processed data in tabular formats   reports creation from hive data   project 3 company   prgx india private limited pune description   team size  15  environment  informatica 9 5  oracle11g  unix  project description  pfizer inc  is an american global pharmaceutical corporation headquartered in new york city  the main objective of the project is to build a development data repository for pfizer inc  because all the downstream application are like etrack  tsp database  rts  sadms  gfs  gdo having their own sql request on the oltp system directly due to which the performance of oltp system goes slows down  for this we have created a development data repository to replace the entire sql request directly on the oltp system  ddr process extracts all clinical  pre clinical  study  product  subject  sites related information from the upstream applications like epecs  cdss  rcm  prc  e clinical  edh and after applying some business logic put it into ddr core tables  from these snapshot and dimensional layer are created which are used for reporting application   role   responsibilities   to understand   analyze the requirement documents and resolve the queries   to design informatica mappings by using various basic transformations like filter  router  source qualifier  lookup etc and advance transformations like aggregators  joiner  sorters and so on   perform cross unit and integration testing for mappings developed within the team  reporting bugs and bug fixing   create workflow batches and   the session dependencies   implemented change data capture using mapping parameters  scd and sk generation   developed mapplet  reusable transformations to populate the data into data warehouse   created sessions   worklets using workflow manager to load the data into the target database   involved in unit case testing  utc   performing unit testing and uat for scd type1 type2  fact load and cdc implementation   personal scan  address  jijayi heights  flat no 118  narhe   police chowki  pune  411041
Resume785,technical summary  knowledge of informatica power center  ver  9 1 and 10  etl tool  mapping designing  usage of multiple transformations  integration of various data source like sql server tables  flat files  etc  into target data warehouse   sql plsql working knowledge on microsoft sql server 2010   unix work description  shell scripting  error debugging   job scheduling using autosys  incident management and change requests through service now  jira  agile central  basic knowledge of intellimatch  reconciliation tool       january 2010 to january 2014 btech cse sangli  maharashtra walchand  october 2009 h s c  sangli  maharashtra willingdon college august 2007 s s c achievements sangli  maharashtra martin s english school etl developer   it analyst      etl  exprience   48 months extract  transform  and load  exprience   48 months informatica  exprience   48 months ms sql server  exprience   48 months reconciliation  exprience   48 months jira  exprience   36 monthscompany    company   tata consultancy services description   project   client project  barclays uk london hexad environment  informatica  power center   sql server  unix  autosys  intellimatch   project description  the objective is to implement a strategic technical solution to support the governance and monitoring of break standards   including enhancements to audit capabilities  as a part of this program  the required remediation of source system data feeds involves consolidation of data into standardized feeds   these remediated data feeds will be consumed by etl layer  the reconciliation tool is designed to source data from an etl layer  the data from the front and back office systems  together with static data must therefore be delivered to etl  here it will be pre processed and delivered to reconciliation tool before the reconciliation process can be performed   role and responsibilities   responsible for analyzing  designing and developing etl strategies and processes  writing etl specifications  requirement gathering  making functional documents and low level documents  developing and debugging the informatica mappings to resolve bugs  and identify the causes of failures  user interaction to identify the issues with the data loaded through the application  developed mappings using different transformations company   tata consultancy services description   project   client project  barclays uk london hexad environment  informatica  power center   sql server  unix  autosys  intellimatch   project description  the objective is to implement a strategic technical solution to support the governance and monitoring of break standards   including enhancements to audit capabilities  as a part of this program  the required remediation of source system data feeds involves consolidation of data into standardized feeds   these remediated data feeds will be consumed by etl layer  the reconciliation tool is designed to source data from an etl layer  the data from the front and back office systems  together with static data must therefore be delivered to etl  here it will be pre processed and delivered to reconciliation tool before the reconciliation process can be performed   role and responsibilities   responsible for analyzing  designing and developing etl strategies and processes  writing etl specifications  requirement gathering  making functional documents and low level documents  developing and debugging the informatica mappings to resolve bugs  and identify the causes of failures  user interaction to identify the issues with the data loaded through the application  developed mappings using different transformations
Resume786,technicalproficiencies db  oracle 11g domains  investment banking  advertising  insurance  programming  s  sql  plsql bi    informatica 9 1 os  windows  unix professional development trainings  concepts in data warehousing  business intelligence  etl   bi    informatica 9x       bca  nanded  maharashtra nanded  etl developer   etl developer   sun trust bank ny      etl  exprience   39 months extract  transform  and load  exprience   39 months informatica  exprience   39 months oracle  exprience   39 months unix  exprience   39 monthscompany    company   sun trust bank ny description   sun trust bank  ny jan 2018 to present client  sun trust bank ny environment  informatica power center 9 1  oracle 11g  unix   role  etl developer  project profile  sun trust bank is a us based multinational financial services holding company  headquarters in ny that operates the bank in new york and other financial services investments  the company is organized as a stock corporation with four divisions  investment banking  private banking  retail banking and a shared services group that provides financial services and support to the other divisions  the objective of the first module was to create a dr system for the bank with a central point of communication and storage for listed  cash securities  loans  bonds  notes  equities  rates  commodities  and fx as  classes  contribution   highlights    liaising closely with project manager  business analysts  product architects  and requirements modelers  cfoc  to define technical requirements and create project documentation   development using infa 9 1  11g oracle  unix   use informatica powercenter for extraction  transformation and loading  etl  of data in the database   created and configured sessions in informatica workflow manager for loading data into data base tables from various heterogeneous database sources like flat files  oracle etc   unit testing and system integration testing of the developed mappings   providing production support of the deployed code   providing solutions to the business for the production issues   had one to one interaction with the client throughout the project and in daily meetings   project  2 company   marshall multimedia description   jun 2016 to dec 2017  client  marshall multimedia environment  informatica power center 9 1  oracle 11g  unix   role  etl developer  project profile  marshall multimedia is a us based multimedia advertisement services based organization which has head courter in new york  egc interface systems are advert management  customer management  billing and provisioning systems for consumer  enterprise customers  the main aim of the project was to create an enterprise data warehouse which would suffice the need of reports belonging to the following categories  financial reports  management reports and rejection reports  the professional reports were created by cognos and etl work was performed by informatica  this project is to load the advert   and magazine   coming in relational tables into data warehouse and calculate the compensation and incentive amount monthly twice as per business rules   contribution   highlights   developed mappings using different sources by using informatica transformations   created and configured sessions in informatica workflow manager for loading data into data mart tables from various heterogeneous database sources like flat files  oracle etc   2  unit testing and system integration testing of the developed mappings   providing solutions to the business for the production issues   project  3 company   assurant healthcare insurance miami usa description   assurant  usa                                                                                                    nov 2015 to may 2016  project  act bi   state datamart client  assurant healthcare insurance miami usa environment  informatica power center 9 1  oracle 11g  unix   role  etl developer  project profile  assurant  inc  is a holding company with businesses that provide a diverse   of specialty  niche market insurance products in the property  casualty  life and health insurance sectors  the company s four operating segments are assurant employee benefits  assurant health  assurant solutions and assurant specialty property  the project aim at building state datamart for enterprise solution  i am part of team which is responsible for etl design   development along with testing   contribution   highlights     performed small enhancement    daily load monitoring    attend to informatica job failures by analyzing the root cause  resolving the failure using standard documented process     experience in writing sql statements     strong problem analysis   resolution  s and ability to work in multi platform environments    scheduled the informatica jobs using informatica scheduler    extensively used etl methodology for developing and supporting data extraction  transformations and loading process  in a corporate wide etl solution using informatica     involved in creating the unit cases and uploaded in to quality center for unit testing and utr    ensure that daily support tasks are done in accordance with the defined sla 
Resume787,     january 2015 bachelor of engineering extc mumbai  maharashtra mumbai  january 2012 diploma industrial electronics vashi  maharashtra  in fr  agnel polytechnic etl developer   etl developer      informatica  exprience   36 monthscompany    company   blue shield of california description   duration   mar 2016   sept 2017   description  blue shield of california  bsc  is health plan provider  the intent of this project is to process feeds coming in and going out of bsc system related to eligibility  enrollment  and claims subject areas  all these feeds comes in different formats and are processed using informatica 9 6 1  oracle 11g  facets 5 0  tidal   technical environment  etl tool  informatica power center 9 6 1   oracle 11g  sql  pl sql   unix  facets  tidal  jira  putty   role  etl developer responsibilities   responsible for analyzing the business requirement document  involved in development of informatica mappings using different transformations like source qualifier  expression  filter  router  joiner  union  aggregator  normalizer  sorter  lookup and its corresponding sessions and workflows   extensively used informatica debugger to figure out the problems in mapping and involved in troubleshooting the existing bugs   writing unix scripts   sql s as per the business requirement   impact analysis of change requests   their development   data fabrication using facets screens as well as sql statements in membership domain   unit testing   trouble shooting using informatica debugger  sql query   preparation of unit test cases   prepare documents for design  unit testing and impact analysis   awards   achievements  received kudos award at syntel for contribution in error free work  commitment towards learning  client appreciation and outstanding display of syntel values received appreciation from management for outstanding performance in complete tenure   received spot recognition for automation done in project 
Resume788,     talend big data  informatica power center  microsoft sql server  sql platform 6 2 1 management studio workbench  aws services  talend administration console  microsoft visual  redshift  tac  studio  athena  data warehouse concept   star  sql  s3 schema  facts  dimensions  data modeling    data integration microsoft access      january 2012 to january 2016 be  mumbai  maharashtra  of mumbai january 2012 cbse technology kochi  kerala st  francis talend etl developer   talend etl developer   tata consultancy services      data warehouse  exprience   23 months database  exprience   20 months integration  exprience   20 months integrator  exprience   20 months ms sql server  exprience   20 monthscompany    company   tata consultancy services description   prepared etl mapping documents for every mapping and data migration document for smooth transfer of project from development to testing environment and then to production environment  performed unit testing and system testing to validate data loads in the target  troubleshoot long running jobs and fixed the issues   expertise in creating mappings in talend using big data supporting components such as tjdbcconfiguration  tjdbcinput  thdfsconfiguration  ts3configuration  tcacheout  tcachein  tsqlrow and standard components like tfileinputdelimited  tfileoutputdelimited  tmap  tjoin  treplicate  tparallelize  tconverttype  taggregate  tsortrow  tflowmeter  tlogcatcher  trowgenerator  tjava  tjavarow  taggregaterow  tfilter etc   used etl methodologies and best practices to create talend etl jobs  followed and enhanced programming and naming standards  developed jobs  components and joblets in talend  used trunjob component to run child job from a parent job and to pass parameters from parent to child job   created and deployed physical objects including custom tables  custom views  stored procedures  and indexes to sql server for staging and data warehouse environment  involved in writing sql queries and used joins to access data from mysql   created and managed source to target mapping documents for all facts and dimension tables  broad design  development and testing experience with talend integration suite and knowledge in performance tuning of mappings   extensively used tmap component which does lookup   joiner functions  experienced in writing expressions within tmap as per the business need  handled insert and update strategy using tsqlrow   created implicit  local and global context variables in the job to run talend jobs against different environments   worked on talend administration console  tac  for scheduling jobs and adding users  experienced in building a talend job outside of a talend studio as well as on tac server   developed mappings to load fact and dimension tables  scd type 1 and scd type 2 dimensions and incremental loading and unit tested the mappings   developed framework integrated job which schedules multiple jobs at a time and updates the last successful run time  success status  sending mail for failed jobs  maintaining the counts in sql database  used tparalleize component and multi thread execution option to run subjobs in parallel which increases the performance of a job   created talend jobs to copy the files from one server to another and utilized talend ftp components  implemented ftp operations using talend studio to transfer files in between network folders as well as to ftp server using components like tfilelist  ts3put  tftput  tfileexist  tftpconnection etc   extracted data from flat files  databases applied business logic to load them in the staging database as well as flat files   successfully loaded data into different targets from various source systems like sql database  db2  flatfiles  xml files etc into the staging table and then to the target database  company   tata consultancy services description   experience in development and design of etl  extract  transform and loading data  methodology for supporting data transformations and processing  in a corporate wide etl solution using talend big data platform     excellent working experience in agile methodologies       in gathering and understanding the client requirements and translate business needs into technical requirements     design and develop end to end etl process from various source systems to staging area  from staging to data warehouse  soliciting and documenting business  functional and data requirements  context variable diagrams  use cases and etl related diagrams     excellent oral written communication with ability to effectively work with onsite and remote teams     a good team player with excellent problem solving ability and time management  s having profound insight to determine priorities  schedule work and meet critical deadlines  company   tata consultancy services description   prepared etl mapping documents for every mapping and data migration document for smooth transfer of project from development to testing environment and then to production environment  performed unit testing and system testing to validate data loads in the target  troubleshoot long running jobs and fixed the issues 
Resume789,computer  s    yes  sql knowledge yes unix knowledge yes data warehouse knowledge yes ab intio  yee my hobbies     playing cricket  football   reading books  visiting new places travelling  declaration   i hereby declare that the above mentioned information is factual and correct up to the best of my knowledge and belief  date    27 01 2019 mr  manish prabhakar patil place   mumbai      june 2014 to june 2015 bachelor s electronics and telecommunication  a c patil  january 2009 to january 2011  engineering navi mumbai  maharashtra bharati vidyapeeth january 2008 h s c   mumbai  maharashtra khalsa college etl informatica developer   etl developer      etl  exprience   less than 1 year months data warehouse  exprience   less than 1 year months datastage  exprience   less than 1 year monthscompany    company   reliance infocomm description   i havevbeen working as etl developer in reliance industries in india for the past 3years i have very good knowledge of informatica and sql as well as good knowledge of unix i am willing to work in yours company as developer 
Resume790,technical summary  knowledge of informatica power center  ver  9 1 and 10  etl tool  mapping designing  usage of multiple transformations  integration of various data source like sql server tables  flat files  etc  into target data warehouse   sql plsql working knowledge on microsoft sql server 2010   unix work description  shell scripting  error debugging   job scheduling using autosys  incident management and change requests through service now  jira  agile central  basic knowledge of intellimatch  reconciliation tool       january 2010 to january 2014 btech cse sangli  maharashtra walchand  october 2009 h s c  sangli  maharashtra willingdon college august 2007 s s c achievements sangli  maharashtra martin s english school etl developer   it analyst      etl  exprience   48 months extract  transform  and load  exprience   48 months informatica  exprience   48 months ms sql server  exprience   48 months reconciliation  exprience   48 months jira  exprience   36 monthscompany    company   tata consultancy services description   project   client project  barclays uk london hexad environment  informatica  power center   sql server  unix  autosys  intellimatch   project description  the objective is to implement a strategic technical solution to support the governance and monitoring of break standards   including enhancements to audit capabilities  as a part of this program  the required remediation of source system data feeds involves consolidation of data into standardized feeds   these remediated data feeds will be consumed by etl layer  the reconciliation tool is designed to source data from an etl layer  the data from the front and back office systems  together with static data must therefore be delivered to etl  here it will be pre processed and delivered to reconciliation tool before the reconciliation process can be performed   role and responsibilities   responsible for analyzing  designing and developing etl strategies and processes  writing etl specifications  requirement gathering  making functional documents and low level documents  developing and debugging the informatica mappings to resolve bugs  and identify the causes of failures  user interaction to identify the issues with the data loaded through the application  developed mappings using different transformations company   tata consultancy services description   project   client project  barclays uk london hexad environment  informatica  power center   sql server  unix  autosys  intellimatch   project description  the objective is to implement a strategic technical solution to support the governance and monitoring of break standards   including enhancements to audit capabilities  as a part of this program  the required remediation of source system data feeds involves consolidation of data into standardized feeds   these remediated data feeds will be consumed by etl layer  the reconciliation tool is designed to source data from an etl layer  the data from the front and back office systems  together with static data must therefore be delivered to etl  here it will be pre processed and delivered to reconciliation tool before the reconciliation process can be performed   role and responsibilities   responsible for analyzing  designing and developing etl strategies and processes  writing etl specifications  requirement gathering  making functional documents and low level documents  developing and debugging the informatica mappings to resolve bugs  and identify the causes of failures  user interaction to identify the issues with the data loaded through the application  developed mappings using different transformations
Resume791,technicalproficiencies db  oracle 11g domains  investment banking  advertising  insurance  programming  s  sql  plsql bi    informatica 9 1 os  windows  unix professional development trainings  concepts in data warehousing  business intelligence  etl   bi    informatica 9x       bca  nanded  maharashtra nanded  etl developer   etl developer   sun trust bank ny      etl  exprience   39 months extract  transform  and load  exprience   39 months informatica  exprience   39 months oracle  exprience   39 months unix  exprience   39 monthscompany    company   sun trust bank ny description   sun trust bank  ny jan 2018 to present client  sun trust bank ny environment  informatica power center 9 1  oracle 11g  unix   role  etl developer  project profile  sun trust bank is a us based multinational financial services holding company  headquarters in ny that operates the bank in new york and other financial services investments  the company is organized as a stock corporation with four divisions  investment banking  private banking  retail banking and a shared services group that provides financial services and support to the other divisions  the objective of the first module was to create a dr system for the bank with a central point of communication and storage for listed  cash securities  loans  bonds  notes  equities  rates  commodities  and fx as  classes  contribution   highlights    liaising closely with project manager  business analysts  product architects  and requirements modelers  cfoc  to define technical requirements and create project documentation   development using infa 9 1  11g oracle  unix   use informatica powercenter for extraction  transformation and loading  etl  of data in the database   created and configured sessions in informatica workflow manager for loading data into data base tables from various heterogeneous database sources like flat files  oracle etc   unit testing and system integration testing of the developed mappings   providing production support of the deployed code   providing solutions to the business for the production issues   had one to one interaction with the client throughout the project and in daily meetings   project  2 company   marshall multimedia description   jun 2016 to dec 2017  client  marshall multimedia environment  informatica power center 9 1  oracle 11g  unix   role  etl developer  project profile  marshall multimedia is a us based multimedia advertisement services based organization which has head courter in new york  egc interface systems are advert management  customer management  billing and provisioning systems for consumer  enterprise customers  the main aim of the project was to create an enterprise data warehouse which would suffice the need of reports belonging to the following categories  financial reports  management reports and rejection reports  the professional reports were created by cognos and etl work was performed by informatica  this project is to load the advert   and magazine   coming in relational tables into data warehouse and calculate the compensation and incentive amount monthly twice as per business rules   contribution   highlights   developed mappings using different sources by using informatica transformations   created and configured sessions in informatica workflow manager for loading data into data mart tables from various heterogeneous database sources like flat files  oracle etc   2  unit testing and system integration testing of the developed mappings   providing solutions to the business for the production issues   project  3 company   assurant healthcare insurance miami usa description   assurant  usa                                                                                                    nov 2015 to may 2016  project  act bi   state datamart client  assurant healthcare insurance miami usa environment  informatica power center 9 1  oracle 11g  unix   role  etl developer  project profile  assurant  inc  is a holding company with businesses that provide a diverse   of specialty  niche market insurance products in the property  casualty  life and health insurance sectors  the company s four operating segments are assurant employee benefits  assurant health  assurant solutions and assurant specialty property  the project aim at building state datamart for enterprise solution  i am part of team which is responsible for etl design   development along with testing   contribution   highlights     performed small enhancement    daily load monitoring    attend to informatica job failures by analyzing the root cause  resolving the failure using standard documented process     experience in writing sql statements     strong problem analysis   resolution  s and ability to work in multi platform environments    scheduled the informatica jobs using informatica scheduler    extensively used etl methodology for developing and supporting data extraction  transformations and loading process  in a corporate wide etl solution using informatica     involved in creating the unit cases and uploaded in to quality center for unit testing and utr    ensure that daily support tasks are done in accordance with the defined sla 
